timestamp,omega,khra_amp,gixx_amp,coherence,asymmetry,vorticity_mean,gpu_temp_c,gpu_power_w,cycle
2026-03-27T08:17:49.816029,1.3,0.02,0.01,0.7384,12.5561,0.025799,55,285.9,191640
2026-03-27T08:17:52.845110,1.3,0.02,0.012,0.7385,12.5239,0.033074,55,285.8,192060
2026-03-27T08:17:55.887934,1.3,0.03,0.004,0.7397,12.3916,0.024002,58,284.0,192480
2026-03-27T08:17:58.980963,1.3,0.03,0.006,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:01.984347,1.3,0.03,0.008,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:04.987821,1.3,0.03,0.01,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:07.991025,1.3,0.03,0.012,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:10.994279,1.3,0.04,0.004,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:13.997309,1.3,0.04,0.006,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:17.000920,1.3,0.04,0.008,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:20.004223,1.3,0.04,0.01,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:23.007334,1.3,0.04,0.012,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:26.010656,1.3,0.05,0.004,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:29.086165,1.3,0.05,0.006,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:32.089377,1.3,0.05,0.008,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:35.092728,1.3,0.05,0.01,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:38.097542,1.3,0.05,0.012,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:41.100866,1.4,0.01,0.004,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:44.104097,1.4,0.01,0.006,0.7397,12.3791,0.025386,56,277.2,192600
2026-03-27T08:18:47.108730,1.4,0.01,0.008,0.7391,12.458,0.032504,56,279.2,192820
2026-03-27T08:18:50.116889,1.4,0.01,0.01,0.7394,12.4298,0.023496,56,279.7,193240
2026-03-27T08:18:53.121743,1.4,0.01,0.012,0.7379,12.6051,0.028576,56,283.0,193660
2026-03-27T08:18:56.125294,1.4,0.02,0.004,0.7395,12.418,0.03202,50,106.9,194080
2026-03-27T08:18:59.230000,1.4,0.02,0.006,0.7392,12.4447,0.023153,48,56.7,194500
2026-03-27T08:19:02.235018,1.4,0.02,0.008,0.7379,12.6103,0.026751,49,82.4,194910
2026-03-27T08:19:05.238456,1.4,0.02,0.01,0.7388,12.504,0.032905,47,49.2,195330
2026-03-27T08:19:08.242030,1.4,0.02,0.012,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:11.245358,1.4,0.03,0.004,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:14.248524,1.4,0.03,0.006,0.7395,12.3887,0.029302,47,49.4,195600
2026-03-27T08:19:17.251601,1.4,0.03,0.008,0.7395,12.3887,0.029302,47,49.4,195600
